yearweek,campaign_id,campaign_name,currency,impressions,ctr,cpc,cpm,cost,media,clicks,cost_convertion,store_group_id,tabla_medio,name_storeGroup,campaign,ISOweek,sales
202202,15696382007,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONTXUP3,USD,133830,0.011,0.08,0.89,119.09,Google,1467,0.96,22,Google Weekly,LFX_TXUP3,LFX_STAGEI,202204,58
202201,15696382007,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONTXUP3,USD,66481,0.0096,0.27,2.58,171.51,Google,638,2.2,22,Google Weekly,LFX_TXUP3,LFX_STAGEI,202203,53
202220,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,10396,0.0168,0.12,2.04,21.25,Google,175,1.25,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202222,58
202219,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,24777,0.0179,0.17,3.11,76.98,Google,443,1.28,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202221,52
202218,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,27429,0.0147,0.19,2.85,78.25,Google,402,1.21,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202220,63
202217,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,40963,0.0148,0.12,1.8,73.67,Google,605,0.81,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202219,73
202216,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,41727,0.0124,0.13,1.65,69.0,Google,519,1.38,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202218,86
202215,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,53551,0.0132,0.12,1.63,87.33,Google,707,1.91,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202217,77
202214,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,46572,0.0114,0.15,1.7,79.31,Google,532,1.12,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202216,77
202213,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,43129,0.0142,0.12,1.69,72.78,Google,614,1.09,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202215,58
202212,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,36620,0.0145,0.14,2.02,73.98,Google,531,1.95,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202214,65
202211,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,37605,0.0183,0.11,2.06,77.62,Google,687,1.91,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202213,63
202210,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,34392,0.0219,0.11,2.31,79.6,Google,754,1.07,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202212,65
202209,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,33396,0.0247,0.09,2.31,77.0,Google,824,0.78,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202211,69
202208,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,32843,0.0255,0.09,2.3,75.51,Google,838,0.85,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202210,81
202207,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,34350,0.0194,0.12,2.29,78.59,Google,668,1.13,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202209,64
202206,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,39159,0.0184,0.11,1.97,77.05,Google,719,0.95,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202208,78
202205,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,47992,0.0113,0.16,1.82,87.56,Google,544,0.97,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202207,51
202204,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,49802,0.0137,0.09,1.23,61.28,Google,684,1.09,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202206,64
202203,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,55792,0.0151,0.09,1.34,74.55,Google,840,1.02,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202205,87
202202,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,75814,0.0131,0.08,1.01,76.46,Google,991,0.83,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202204,63
202201,15697864680,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONFLUP1,USD,42006,0.0078,0.32,2.47,103.76,Google,326,2.09,26,Google Weekly,LFX_FLUP1,LFX_STAGEI,202203,83
202410,120204497238250362,Perf_US_ES_Facebook_Remarketing_Picot_Convertions_CPL,USD,0,0.0,0.0,0.0,0.0,Facebook,4,0.0,135,Facebook Weekly,PCT_AWARENESS,PCT_STAGEI,202412,37282
202409,120204497238250362,Perf_US_ES_Facebook_Remarketing_Picot_Convertions_CPL,USD,31588,0.0784,0.23,17.85,563.7,Facebook,2475,0.79,135,Facebook Weekly,PCT_AWARENESS,PCT_STAGEI,202411,37844
202408,120204497238250362,Perf_US_ES_Facebook_Remarketing_Picot_Convertions_CPL,USD,54151,0.0656,0.3,19.37,1048.93,Facebook,3554,1.07,135,Facebook Weekly,PCT_AWARENESS,PCT_STAGEI,202410,37770
202407,120204497238250362,Perf_US_ES_Facebook_Remarketing_Picot_Convertions_CPL,USD,38390,0.0573,0.48,27.33,1049.01,Facebook,2200,1.28,135,Facebook Weekly,PCT_AWARENESS,PCT_STAGEI,202409,36775
202406,120204497238250362,Perf_US_ES_Facebook_Remarketing_Picot_Convertions_CPL,USD,28308,0.0725,0.51,37.0,1047.48,Facebook,2052,1.48,135,Facebook Weekly,PCT_AWARENESS,PCT_STAGEI,202408,37770
202405,120204497238250362,Perf_US_ES_Facebook_Remarketing_Picot_Convertions_CPL,USD,29138,0.0474,0.69,32.91,958.92,Facebook,1382,2.37,135,Facebook Weekly,PCT_AWARENESS,PCT_STAGEI,202407,36304
202336,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,12420,0.0388,0.09,3.62,44.92,Google,482,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202338,195
202335,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,18288,0.035,0.08,2.71,49.64,Google,640,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202337,190
202334,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,21360,0.0329,0.09,2.84,60.68,Google,702,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202336,224
202333,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,19247,0.0287,0.09,2.62,50.47,Google,552,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202335,198
202332,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,23338,0.0379,0.07,2.79,65.05,Google,885,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202334,193
202331,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,21129,0.0294,0.08,2.46,52.02,Google,622,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202333,175
202330,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,6792,0.0399,0.07,2.97,20.16,Google,271,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202332,186
202329,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,9049,0.0376,0.08,2.93,26.48,Google,340,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202331,197
202328,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,7951,0.0604,0.07,4.07,32.34,Google,480,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202330,199
202327,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,8942,0.0509,0.07,3.7,33.05,Google,455,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202329,200
202326,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,11723,0.0317,0.1,3.03,35.54,Google,372,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202328,207
202325,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,12373,0.0378,0.09,3.24,40.05,Google,468,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202327,176
202324,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,6962,0.0434,0.08,3.6,25.09,Google,302,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202326,196
202323,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,8696,0.0498,0.08,4.19,36.41,Google,433,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202325,172
202322,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,10962,0.0431,0.08,3.46,37.9,Google,473,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202324,232
202321,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,7319,0.0329,0.09,2.94,21.48,Google,241,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202323,258
202320,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,18036,0.0183,0.1,1.76,31.77,Google,330,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202322,229
202319,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,15674,0.0173,0.1,1.66,26.09,Google,271,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202321,281
202318,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,46788,0.0186,0.09,1.66,77.64,Google,870,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202320,255
202317,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,62602,0.0177,0.09,1.68,105.06,Google,1107,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202319,253
202316,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,30136,0.0154,0.09,1.37,41.43,Google,464,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202318,299
202315,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,21005,0.0183,0.09,1.59,33.35,Google,385,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202317,267
202314,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,29976,0.0153,0.08,1.29,38.56,Google,458,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202316,299
202313,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,13454,0.0143,0.08,1.21,16.21,Google,193,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202315,286
202312,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,15487,0.0161,0.09,1.47,22.83,Google,250,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202314,284
202311,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,26637,0.0151,0.09,1.37,36.59,Google,402,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202313,244
202310,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,23553,0.0149,0.09,1.36,31.93,Google,351,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202312,240
202309,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,12722,0.0141,0.08,1.18,15.0,Google,180,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202311,162
202308,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,17315,0.0137,0.07,1.0,17.29,Google,237,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202310,137
202307,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,9297,0.0152,0.09,1.4,12.98,Google,141,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202309,55
202306,19652617595,Bra_US_ES_Google_Prospecting_Manzanilla_Convertions_CPC_Illinois_M,USD,9594,0.0117,0.14,1.61,15.47,Google,112,0.0,101,Google Weekly,MS_ILLINOIS,MS_STAGEIV,202308,54
202337,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,12127,0.0137,0.63,8.59,104.17,Facebook,166,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202339,163
202336,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,18446,0.018,0.51,9.11,168.11,Facebook,332,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202338,195
202335,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,18043,0.017,0.55,9.33,168.33,Facebook,307,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202337,190
202334,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,18873,0.0161,0.55,8.89,167.82,Facebook,303,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202336,224
202333,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,20279,0.0151,0.55,8.28,167.92,Facebook,306,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202335,198
202332,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,19959,0.0173,0.49,8.41,167.87,Facebook,346,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202334,193
202331,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,18698,0.0158,0.52,8.19,153.11,Facebook,295,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202333,175
202330,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,10269,0.0207,0.46,9.48,97.39,Facebook,213,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202332,186
202329,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,10976,0.0183,0.49,8.93,98.03,Facebook,201,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202331,197
202328,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,12127,0.0171,0.47,8.1,98.25,Facebook,207,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202330,199
202327,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,14243,0.0176,0.41,7.29,103.81,Facebook,251,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202329,200
202326,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,13747,0.0188,0.46,8.65,118.94,Facebook,259,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202328,207
202325,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,12495,0.0173,0.55,9.52,118.89,Facebook,216,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202327,176
202324,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,13963,0.0152,0.56,8.53,119.12,Facebook,212,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202326,196
202323,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,15029,0.0153,0.52,7.95,119.53,Facebook,230,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202325,172
202322,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,13676,0.016,0.58,9.25,126.55,Facebook,219,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202324,232
202321,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,15323,0.0179,0.51,9.11,139.65,Facebook,275,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202323,258
202320,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,32572,0.0061,0.7,4.27,139.2,Facebook,198,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202322,229
202319,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,33948,0.0061,0.67,4.12,139.83,Facebook,208,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202321,281
202318,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,42598,0.0066,0.61,4.0,170.33,Facebook,281,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202320,255
202317,23853162558190413,Bra_US_ES_Facebook_Prospecting_Manzanilla_Consideration_CPC_Illinois,USD,56770,0.0054,0.77,4.12,234.11,Facebook,306,0.0,101,Facebook Weekly,MS_ILLINOIS,MS_STAGEIV,202319,253
202344,20398074937,Bra_US_ES_Google_Prospecting_Colageina_Convertions_CPA_EAST,USD,18461,0.0133,0.27,3.62,66.87,Google,246,1.15,125,Google Weekly,COL_EAST,COL_STAGEII,202346,78
202343,20398074937,Bra_US_ES_Google_Prospecting_Colageina_Convertions_CPA_EAST,USD,42216,0.0153,0.33,4.98,210.16,Google,645,1.17,125,Google Weekly,COL_EAST,COL_STAGEII,202345,72
202342,20398074937,Bra_US_ES_Google_Prospecting_Colageina_Convertions_CPA_EAST,USD,40789,0.0161,0.34,5.48,223.47,Google,655,0.94,125,Google Weekly,COL_EAST,COL_STAGEII,202344,87
202341,20398074937,Bra_US_ES_Google_Prospecting_Colageina_Convertions_CPA_EAST,USD,39883,0.0171,0.33,5.59,222.81,Google,681,1.0,125,Google Weekly,COL_EAST,COL_STAGEII,202343,85
202340,20398074937,Bra_US_ES_Google_Prospecting_Colageina_Convertions_CPA_EAST,USD,59808,0.0172,0.23,3.91,234.05,Google,1030,1.0,125,Google Weekly,COL_EAST,COL_STAGEII,202342,78
202339,20398074937,Bra_US_ES_Google_Prospecting_Colageina_Convertions_CPA_EAST,USD,67540,0.0157,0.19,3.01,203.55,Google,1058,0.97,125,Google Weekly,COL_EAST,COL_STAGEII,202341,73
202338,20398074937,Bra_US_ES_Google_Prospecting_Colageina_Convertions_CPA_EAST,USD,75039,0.0172,0.18,3.01,226.02,Google,1290,0.97,125,Google Weekly,COL_EAST,COL_STAGEII,202340,86
202337,20398074937,Bra_US_ES_Google_Prospecting_Colageina_Convertions_CPA_EAST,USD,92598,0.0152,0.16,2.51,232.02,Google,1408,0.83,125,Google Weekly,COL_EAST,COL_STAGEII,202339,81
202336,20398074937,Bra_US_ES_Google_Prospecting_Colageina_Convertions_CPA_EAST,USD,83820,0.0169,0.17,2.83,237.21,Google,1419,0.87,125,Google Weekly,COL_EAST,COL_STAGEII,202338,158
202335,20398074937,Bra_US_ES_Google_Prospecting_Colageina_Convertions_CPA_EAST,USD,92899,0.0158,0.14,2.28,211.73,Google,1467,0.73,125,Google Weekly,COL_EAST,COL_STAGEII,202337,86
202334,20398074937,Bra_US_ES_Google_Prospecting_Colageina_Convertions_CPA_EAST,USD,91289,0.0172,0.14,2.41,219.86,Google,1574,0.89,125,Google Weekly,COL_EAST,COL_STAGEII,202336,116
202333,20398074937,Bra_US_ES_Google_Prospecting_Colageina_Convertions_CPA_EAST,USD,122177,0.013,0.14,1.86,227.85,Google,1585,1.16,125,Google Weekly,COL_EAST,COL_STAGEII,202335,105
202332,20398074937,Bra_US_ES_Google_Prospecting_Colageina_Convertions_CPA_EAST,USD,118929,0.0132,0.14,1.86,221.36,Google,1569,0.89,125,Google Weekly,COL_EAST,COL_STAGEII,202334,92
202331,20398074937,Bra_US_ES_Google_Prospecting_Colageina_Convertions_CPA_EAST,USD,94846,0.0131,0.19,2.45,232.67,Google,1244,1.86,125,Google Weekly,COL_EAST,COL_STAGEII,202333,121
202330,20398074937,Bra_US_ES_Google_Prospecting_Colageina_Convertions_CPA_EAST,USD,44934,0.0159,0.25,4.04,181.64,Google,713,3.36,125,Google Weekly,COL_EAST,COL_STAGEII,202332,132
202225,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,37479,0.0089,0.15,1.3,48.69,Google,332,0.92,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202227,46
202224,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,38325,0.0104,0.12,1.3,50.01,Google,400,0.68,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202226,36
202223,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,26295,0.0125,0.15,1.91,50.23,Google,329,1.27,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202225,51
202222,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,32833,0.0125,0.12,1.46,48.09,Google,409,0.72,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202224,54
202221,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,29746,0.0118,0.13,1.5,44.47,Google,350,0.74,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202223,51
202220,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,23607,0.0138,0.15,2.04,48.07,Google,325,1.09,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202222,40
202219,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,23609,0.0145,0.14,2.02,47.76,Google,343,0.96,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202221,34
202218,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,27598,0.0142,0.14,1.94,53.66,Google,391,2.82,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202220,51
202217,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,28891,0.0121,0.13,1.56,45.06,Google,351,1.05,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202219,26
202216,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,32370,0.0116,0.12,1.41,45.76,Google,375,0.93,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202218,48
202215,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,29858,0.0161,0.11,1.76,52.63,Google,481,1.03,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202217,52
202214,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,39700,0.014,0.1,1.37,54.26,Google,555,0.7,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202216,47
202213,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,29639,0.0128,0.12,1.59,47.15,Google,380,0.67,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202215,47
202212,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,28741,0.0143,0.1,1.5,42.98,Google,411,0.53,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202214,56
202211,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,29023,0.0164,0.1,1.69,49.1,Google,475,0.95,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202213,52
202210,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,28852,0.0202,0.09,1.87,53.89,Google,584,0.61,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202212,51
202209,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,25490,0.021,0.09,1.91,48.66,Google,535,0.6,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202211,48
202208,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,24627,0.0216,0.09,1.96,48.16,Google,532,0.76,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202210,51
202207,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,26578,0.0181,0.11,1.9,50.48,Google,480,0.87,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202209,77
202206,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,31559,0.017,0.09,1.47,46.45,Google,535,0.49,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202208,60
202205,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,36967,0.0126,0.12,1.55,57.47,Google,464,0.98,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202207,39
202204,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,38488,0.0151,0.07,1.08,41.64,Google,582,0.62,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202206,46
202203,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,54689,0.0129,0.07,0.86,46.92,Google,706,0.4,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202205,49
202202,15717507106,Bra_US_ES_Google_Prospecting_LeonFlax_Branding_CPA_LEONWILLIUP1,USD,53070,0.0122,0.08,0.96,50.87,Google,647,0.66,31,Google Weekly,LFX_WILLIUP1,LFX_STAGEI,202204,39
