store_group_id,ISOweek,sales,name,campaign,tabla_medio,yearweek,cost_campaign
32,202105,333,LFX_ALLUP1,LFX_STAGEI,,,
29,202105,146,LFX_BLW5,LFX_STAGEI,,,
24,202105,179,LFX_TXUP1,LFX_STAGEI,,,
28,202105,33,LFX_BLW1,LFX_STAGEI,,,
23,202105,114,LFX_TXUP2,LFX_STAGEI,,,
22,202105,49,LFX_TXUP3,LFX_STAGEI,,,
26,202105,77,LFX_FLUP1,LFX_STAGEI,,,
31,202105,50,LFX_WILLIUP1,LFX_STAGEI,,,
18,202105,57,LFX_CALIUP3,LFX_STAGEI,,,
20,202105,76,LFX_CALIUP2,LFX_STAGEI,,,
25,202105,94,LFX_FLUP3,LFX_STAGEI,,,
21,202105,127,LFX_CALIUP1,LFX_STAGEI,,,
30,202105,67,LFX_NORESTEALL,LFX_STAGEI,,,
32,202106,303,LFX_ALLUP1,LFX_STAGEI,,,
29,202106,135,LFX_BLW5,LFX_STAGEI,,,
24,202106,180,LFX_TXUP1,LFX_STAGEI,,,
28,202106,37,LFX_BLW1,LFX_STAGEI,,,
23,202106,128,LFX_TXUP2,LFX_STAGEI,,,
22,202106,58,LFX_TXUP3,LFX_STAGEI,,,
26,202106,64,LFX_FLUP1,LFX_STAGEI,,,
31,202106,47,LFX_WILLIUP1,LFX_STAGEI,,,
18,202106,49,LFX_CALIUP3,LFX_STAGEI,,,
20,202106,93,LFX_CALIUP2,LFX_STAGEI,,,
25,202106,116,LFX_FLUP3,LFX_STAGEI,,,
21,202106,115,LFX_CALIUP1,LFX_STAGEI,,,
30,202106,62,LFX_NORESTEALL,LFX_STAGEI,,,
32,202107,252,LFX_ALLUP1,LFX_STAGEI,,,
29,202107,110,LFX_BLW5,LFX_STAGEI,,,
24,202107,99,LFX_TXUP1,LFX_STAGEI,,,
28,202107,27,LFX_BLW1,LFX_STAGEI,,,
23,202107,63,LFX_TXUP2,LFX_STAGEI,,,
22,202107,43,LFX_TXUP3,LFX_STAGEI,,,
26,202107,55,LFX_FLUP1,LFX_STAGEI,,,
31,202107,46,LFX_WILLIUP1,LFX_STAGEI,,,
18,202107,39,LFX_CALIUP3,LFX_STAGEI,,,
20,202107,71,LFX_CALIUP2,LFX_STAGEI,,,
25,202107,82,LFX_FLUP3,LFX_STAGEI,,,
21,202107,106,LFX_CALIUP1,LFX_STAGEI,,,
30,202107,51,LFX_NORESTEALL,LFX_STAGEI,,,
32,202108,307,LFX_ALLUP1,LFX_STAGEI,,,
29,202108,136,LFX_BLW5,LFX_STAGEI,,,
24,202108,176,LFX_TXUP1,LFX_STAGEI,,,
28,202108,22,LFX_BLW1,LFX_STAGEI,,,
23,202108,105,LFX_TXUP2,LFX_STAGEI,,,
22,202108,60,LFX_TXUP3,LFX_STAGEI,,,
26,202108,72,LFX_FLUP1,LFX_STAGEI,,,
31,202108,44,LFX_WILLIUP1,LFX_STAGEI,,,
18,202108,68,LFX_CALIUP3,LFX_STAGEI,,,
20,202108,89,LFX_CALIUP2,LFX_STAGEI,,,
25,202108,122,LFX_FLUP3,LFX_STAGEI,,,
21,202108,125,LFX_CALIUP1,LFX_STAGEI,,,
30,202108,79,LFX_NORESTEALL,LFX_STAGEI,,,
32,202109,314,LFX_ALLUP1,LFX_STAGEI,,,
29,202109,157,LFX_BLW5,LFX_STAGEI,,,
24,202109,161,LFX_TXUP1,LFX_STAGEI,,,
28,202109,28,LFX_BLW1,LFX_STAGEI,,,
23,202109,120,LFX_TXUP2,LFX_STAGEI,,,
22,202109,55,LFX_TXUP3,LFX_STAGEI,,,
26,202109,76,LFX_FLUP1,LFX_STAGEI,,,
31,202109,59,LFX_WILLIUP1,LFX_STAGEI,,,
18,202109,53,LFX_CALIUP3,LFX_STAGEI,,,
20,202109,93,LFX_CALIUP2,LFX_STAGEI,,,
25,202109,104,LFX_FLUP3,LFX_STAGEI,,,
21,202109,168,LFX_CALIUP1,LFX_STAGEI,,,
30,202109,87,LFX_NORESTEALL,LFX_STAGEI,,,
32,202110,381,LFX_ALLUP1,LFX_STAGEI,,,
29,202110,136,LFX_BLW5,LFX_STAGEI,,,
24,202110,188,LFX_TXUP1,LFX_STAGEI,,,
28,202110,32,LFX_BLW1,LFX_STAGEI,,,
23,202110,111,LFX_TXUP2,LFX_STAGEI,,,
22,202110,63,LFX_TXUP3,LFX_STAGEI,,,
26,202110,69,LFX_FLUP1,LFX_STAGEI,,,
31,202110,47,LFX_WILLIUP1,LFX_STAGEI,,,
18,202110,62,LFX_CALIUP3,LFX_STAGEI,,,
20,202110,88,LFX_CALIUP2,LFX_STAGEI,,,
25,202110,96,LFX_FLUP3,LFX_STAGEI,,,
21,202110,128,LFX_CALIUP1,LFX_STAGEI,,,
30,202110,75,LFX_NORESTEALL,LFX_STAGEI,,,
32,202111,311,LFX_ALLUP1,LFX_STAGEI,,,
29,202111,144,LFX_BLW5,LFX_STAGEI,,,
24,202111,203,LFX_TXUP1,LFX_STAGEI,,,
28,202111,28,LFX_BLW1,LFX_STAGEI,,,
23,202111,111,LFX_TXUP2,LFX_STAGEI,,,
22,202111,70,LFX_TXUP3,LFX_STAGEI,,,
26,202111,78,LFX_FLUP1,LFX_STAGEI,,,
31,202111,39,LFX_WILLIUP1,LFX_STAGEI,,,
18,202111,63,LFX_CALIUP3,LFX_STAGEI,,,
20,202111,88,LFX_CALIUP2,LFX_STAGEI,,,
25,202111,71,LFX_FLUP3,LFX_STAGEI,,,
21,202111,134,LFX_CALIUP1,LFX_STAGEI,,,
30,202111,98,LFX_NORESTEALL,LFX_STAGEI,,,
32,202112,271,LFX_ALLUP1,LFX_STAGEI,,,
29,202112,114,LFX_BLW5,LFX_STAGEI,,,
24,202112,186,LFX_TXUP1,LFX_STAGEI,,,
28,202112,48,LFX_BLW1,LFX_STAGEI,,,
23,202112,98,LFX_TXUP2,LFX_STAGEI,,,
22,202112,41,LFX_TXUP3,LFX_STAGEI,,,
26,202112,79,LFX_FLUP1,LFX_STAGEI,,,
31,202112,70,LFX_WILLIUP1,LFX_STAGEI,,,
18,202112,66,LFX_CALIUP3,LFX_STAGEI,,,
20,202112,84,LFX_CALIUP2,LFX_STAGEI,,,
25,202112,83,LFX_FLUP3,LFX_STAGEI,,,
21,202112,112,LFX_CALIUP1,LFX_STAGEI,,,
30,202112,54,LFX_NORESTEALL,LFX_STAGEI,,,
32,202113,363,LFX_ALLUP1,LFX_STAGEI,,,
29,202113,170,LFX_BLW5,LFX_STAGEI,,,
24,202113,168,LFX_TXUP1,LFX_STAGEI,,,
28,202113,30,LFX_BLW1,LFX_STAGEI,,,
23,202113,124,LFX_TXUP2,LFX_STAGEI,,,
22,202113,59,LFX_TXUP3,LFX_STAGEI,,,
26,202113,76,LFX_FLUP1,LFX_STAGEI,,,
31,202113,40,LFX_WILLIUP1,LFX_STAGEI,,,
18,202113,57,LFX_CALIUP3,LFX_STAGEI,,,
20,202113,101,LFX_CALIUP2,LFX_STAGEI,,,
25,202113,96,LFX_FLUP3,LFX_STAGEI,,,
21,202113,141,LFX_CALIUP1,LFX_STAGEI,,,
30,202113,56,LFX_NORESTEALL,LFX_STAGEI,,,
32,202115,289,LFX_ALLUP1,LFX_STAGEI,,,
29,202115,141,LFX_BLW5,LFX_STAGEI,,,
24,202115,164,LFX_TXUP1,LFX_STAGEI,,,
28,202115,20,LFX_BLW1,LFX_STAGEI,,,
23,202115,127,LFX_TXUP2,LFX_STAGEI,,,
22,202115,78,LFX_TXUP3,LFX_STAGEI,,,
26,202115,64,LFX_FLUP1,LFX_STAGEI,,,
31,202115,54,LFX_WILLIUP1,LFX_STAGEI,,,
18,202115,66,LFX_CALIUP3,LFX_STAGEI,,,
20,202115,86,LFX_CALIUP2,LFX_STAGEI,,,
25,202115,99,LFX_FLUP3,LFX_STAGEI,,,
21,202115,138,LFX_CALIUP1,LFX_STAGEI,,,
30,202115,77,LFX_NORESTEALL,LFX_STAGEI,,,
32,202114,362,LFX_ALLUP1,LFX_STAGEI,,,
29,202114,158,LFX_BLW5,LFX_STAGEI,,,
24,202114,197,LFX_TXUP1,LFX_STAGEI,,,
28,202114,33,LFX_BLW1,LFX_STAGEI,,,
23,202114,145,LFX_TXUP2,LFX_STAGEI,,,
22,202114,67,LFX_TXUP3,LFX_STAGEI,,,
26,202114,81,LFX_FLUP1,LFX_STAGEI,,,
31,202114,57,LFX_WILLIUP1,LFX_STAGEI,,,
18,202114,59,LFX_CALIUP3,LFX_STAGEI,,,
20,202114,92,LFX_CALIUP2,LFX_STAGEI,,,
25,202114,96,LFX_FLUP3,LFX_STAGEI,,,
21,202114,125,LFX_CALIUP1,LFX_STAGEI,,,
30,202114,92,LFX_NORESTEALL,LFX_STAGEI,,,
32,202116,276,LFX_ALLUP1,LFX_STAGEI,,,
29,202116,142,LFX_BLW5,LFX_STAGEI,,,
24,202116,162,LFX_TXUP1,LFX_STAGEI,,,
28,202116,15,LFX_BLW1,LFX_STAGEI,,,
23,202116,98,LFX_TXUP2,LFX_STAGEI,,,
22,202116,49,LFX_TXUP3,LFX_STAGEI,,,
26,202116,73,LFX_FLUP1,LFX_STAGEI,,,
31,202116,52,LFX_WILLIUP1,LFX_STAGEI,,,
18,202116,45,LFX_CALIUP3,LFX_STAGEI,,,
20,202116,82,LFX_CALIUP2,LFX_STAGEI,,,
25,202116,101,LFX_FLUP3,LFX_STAGEI,,,
21,202116,136,LFX_CALIUP1,LFX_STAGEI,,,
30,202116,67,LFX_NORESTEALL,LFX_STAGEI,,,
32,202117,274,LFX_ALLUP1,LFX_STAGEI,,,
29,202117,138,LFX_BLW5,LFX_STAGEI,,,
24,202117,151,LFX_TXUP1,LFX_STAGEI,,,
28,202117,33,LFX_BLW1,LFX_STAGEI,,,
23,202117,113,LFX_TXUP2,LFX_STAGEI,,,
22,202117,55,LFX_TXUP3,LFX_STAGEI,,,
26,202117,80,LFX_FLUP1,LFX_STAGEI,,,
31,202117,36,LFX_WILLIUP1,LFX_STAGEI,,,
18,202117,60,LFX_CALIUP3,LFX_STAGEI,,,
20,202117,58,LFX_CALIUP2,LFX_STAGEI,,,
25,202117,96,LFX_FLUP3,LFX_STAGEI,,,
21,202117,126,LFX_CALIUP1,LFX_STAGEI,,,
30,202117,93,LFX_NORESTEALL,LFX_STAGEI,,,
32,202118,338,LFX_ALLUP1,LFX_STAGEI,,,
29,202118,142,LFX_BLW5,LFX_STAGEI,,,
24,202118,174,LFX_TXUP1,LFX_STAGEI,,,
28,202118,28,LFX_BLW1,LFX_STAGEI,,,
23,202118,116,LFX_TXUP2,LFX_STAGEI,,,
22,202118,55,LFX_TXUP3,LFX_STAGEI,,,
26,202118,75,LFX_FLUP1,LFX_STAGEI,,,
31,202118,48,LFX_WILLIUP1,LFX_STAGEI,,,
18,202118,70,LFX_CALIUP3,LFX_STAGEI,,,
20,202118,87,LFX_CALIUP2,LFX_STAGEI,,,
25,202118,73,LFX_FLUP3,LFX_STAGEI,,,
21,202118,130,LFX_CALIUP1,LFX_STAGEI,,,
30,202118,80,LFX_NORESTEALL,LFX_STAGEI,,,
32,202119,268,LFX_ALLUP1,LFX_STAGEI,,,
29,202119,134,LFX_BLW5,LFX_STAGEI,,,
24,202119,172,LFX_TXUP1,LFX_STAGEI,,,
28,202119,26,LFX_BLW1,LFX_STAGEI,,,
23,202119,98,LFX_TXUP2,LFX_STAGEI,,,
22,202119,76,LFX_TXUP3,LFX_STAGEI,,,
26,202119,72,LFX_FLUP1,LFX_STAGEI,,,
31,202119,42,LFX_WILLIUP1,LFX_STAGEI,,,
18,202119,59,LFX_CALIUP3,LFX_STAGEI,,,
20,202119,72,LFX_CALIUP2,LFX_STAGEI,,,
25,202119,59,LFX_FLUP3,LFX_STAGEI,,,
21,202119,107,LFX_CALIUP1,LFX_STAGEI,,,
30,202119,29,LFX_NORESTEALL,LFX_STAGEI,,,
32,202120,329,LFX_ALLUP1,LFX_STAGEI,,,
29,202120,135,LFX_BLW5,LFX_STAGEI,,,
24,202120,178,LFX_TXUP1,LFX_STAGEI,,,
28,202120,27,LFX_BLW1,LFX_STAGEI,,,
23,202120,134,LFX_TXUP2,LFX_STAGEI,,,
22,202120,65,LFX_TXUP3,LFX_STAGEI,,,
26,202120,59,LFX_FLUP1,LFX_STAGEI,,,
31,202120,50,LFX_WILLIUP1,LFX_STAGEI,,,
18,202120,59,LFX_CALIUP3,LFX_STAGEI,,,
20,202120,88,LFX_CALIUP2,LFX_STAGEI,,,
25,202120,93,LFX_FLUP3,LFX_STAGEI,,,
21,202120,141,LFX_CALIUP1,LFX_STAGEI,,,
30,202120,72,LFX_NORESTEALL,LFX_STAGEI,,,
32,202121,296,LFX_ALLUP1,LFX_STAGEI,,,
29,202121,135,LFX_BLW5,LFX_STAGEI,,,
24,202121,170,LFX_TXUP1,LFX_STAGEI,,,
28,202121,27,LFX_BLW1,LFX_STAGEI,,,
23,202121,132,LFX_TXUP2,LFX_STAGEI,,,
22,202121,61,LFX_TXUP3,LFX_STAGEI,,,
26,202121,65,LFX_FLUP1,LFX_STAGEI,,,
31,202121,50,LFX_WILLIUP1,LFX_STAGEI,,,
18,202121,64,LFX_CALIUP3,LFX_STAGEI,,,
20,202121,74,LFX_CALIUP2,LFX_STAGEI,,,
25,202121,61,LFX_FLUP3,LFX_STAGEI,,,
21,202121,114,LFX_CALIUP1,LFX_STAGEI,,,
30,202121,92,LFX_NORESTEALL,LFX_STAGEI,,,
32,202122,296,LFX_ALLUP1,LFX_STAGEI,,,
29,202122,135,LFX_BLW5,LFX_STAGEI,,,
24,202122,170,LFX_TXUP1,LFX_STAGEI,,,
28,202122,27,LFX_BLW1,LFX_STAGEI,,,
23,202122,132,LFX_TXUP2,LFX_STAGEI,,,
22,202122,61,LFX_TXUP3,LFX_STAGEI,,,
26,202122,65,LFX_FLUP1,LFX_STAGEI,,,
31,202122,50,LFX_WILLIUP1,LFX_STAGEI,,,
18,202122,64,LFX_CALIUP3,LFX_STAGEI,,,
20,202122,74,LFX_CALIUP2,LFX_STAGEI,,,
25,202122,61,LFX_FLUP3,LFX_STAGEI,,,
21,202122,114,LFX_CALIUP1,LFX_STAGEI,,,
30,202122,92,LFX_NORESTEALL,LFX_STAGEI,,,
32,202123,315,LFX_ALLUP1,LFX_STAGEI,,,
29,202123,158,LFX_BLW5,LFX_STAGEI,,,
24,202123,198,LFX_TXUP1,LFX_STAGEI,,,
28,202123,26,LFX_BLW1,LFX_STAGEI,,,
23,202123,104,LFX_TXUP2,LFX_STAGEI,,,
22,202123,50,LFX_TXUP3,LFX_STAGEI,,,
26,202123,66,LFX_FLUP1,LFX_STAGEI,,,
31,202123,35,LFX_WILLIUP1,LFX_STAGEI,,,
18,202123,48,LFX_CALIUP3,LFX_STAGEI,,,
20,202123,92,LFX_CALIUP2,LFX_STAGEI,,,
25,202123,81,LFX_FLUP3,LFX_STAGEI,,,
21,202123,147,LFX_CALIUP1,LFX_STAGEI,,,
30,202123,83,LFX_NORESTEALL,LFX_STAGEI,,,
32,202124,309,LFX_ALLUP1,LFX_STAGEI,,,
29,202124,157,LFX_BLW5,LFX_STAGEI,,,
24,202124,160,LFX_TXUP1,LFX_STAGEI,,,
28,202124,25,LFX_BLW1,LFX_STAGEI,,,
23,202124,112,LFX_TXUP2,LFX_STAGEI,,,
22,202124,64,LFX_TXUP3,LFX_STAGEI,,,
26,202124,50,LFX_FLUP1,LFX_STAGEI,,,
31,202124,64,LFX_WILLIUP1,LFX_STAGEI,,,
18,202124,53,LFX_CALIUP3,LFX_STAGEI,,,
20,202124,80,LFX_CALIUP2,LFX_STAGEI,,,
25,202124,57,LFX_FLUP3,LFX_STAGEI,,,
21,202124,126,LFX_CALIUP1,LFX_STAGEI,,,
30,202124,63,LFX_NORESTEALL,LFX_STAGEI,,,
32,202125,309,LFX_ALLUP1,LFX_STAGEI,,,
29,202125,137,LFX_BLW5,LFX_STAGEI,,,
24,202125,156,LFX_TXUP1,LFX_STAGEI,,,
28,202125,31,LFX_BLW1,LFX_STAGEI,,,
23,202125,94,LFX_TXUP2,LFX_STAGEI,,,
22,202125,80,LFX_TXUP3,LFX_STAGEI,,,
26,202125,86,LFX_FLUP1,LFX_STAGEI,,,
31,202125,46,LFX_WILLIUP1,LFX_STAGEI,,,
18,202125,34,LFX_CALIUP3,LFX_STAGEI,,,
20,202125,97,LFX_CALIUP2,LFX_STAGEI,,,
25,202125,94,LFX_FLUP3,LFX_STAGEI,,,
21,202125,125,LFX_CALIUP1,LFX_STAGEI,,,
30,202125,72,LFX_NORESTEALL,LFX_STAGEI,,,
32,202126,268,LFX_ALLUP1,LFX_STAGEI,,,
29,202126,153,LFX_BLW5,LFX_STAGEI,,,
24,202126,175,LFX_TXUP1,LFX_STAGEI,,,
28,202126,23,LFX_BLW1,LFX_STAGEI,,,
23,202126,115,LFX_TXUP2,LFX_STAGEI,,,
22,202126,45,LFX_TXUP3,LFX_STAGEI,,,
26,202126,91,LFX_FLUP1,LFX_STAGEI,,,
31,202126,35,LFX_WILLIUP1,LFX_STAGEI,,,
18,202126,69,LFX_CALIUP3,LFX_STAGEI,,,
20,202126,77,LFX_CALIUP2,LFX_STAGEI,,,
25,202126,128,LFX_FLUP3,LFX_STAGEI,,,
21,202126,140,LFX_CALIUP1,LFX_STAGEI,,,
30,202126,81,LFX_NORESTEALL,LFX_STAGEI,,,
32,202127,309,LFX_ALLUP1,LFX_STAGEI,,,
29,202127,132,LFX_BLW5,LFX_STAGEI,,,
24,202127,185,LFX_TXUP1,LFX_STAGEI,,,
28,202127,28,LFX_BLW1,LFX_STAGEI,,,
23,202127,112,LFX_TXUP2,LFX_STAGEI,,,
22,202127,93,LFX_TXUP3,LFX_STAGEI,,,
26,202127,57,LFX_FLUP1,LFX_STAGEI,,,
31,202127,55,LFX_WILLIUP1,LFX_STAGEI,,,
18,202127,50,LFX_CALIUP3,LFX_STAGEI,,,
20,202127,105,LFX_CALIUP2,LFX_STAGEI,,,
25,202127,88,LFX_FLUP3,LFX_STAGEI,,,
21,202127,136,LFX_CALIUP1,LFX_STAGEI,,,
30,202127,96,LFX_NORESTEALL,LFX_STAGEI,,,
32,202128,320,LFX_ALLUP1,LFX_STAGEI,,,
29,202128,135,LFX_BLW5,LFX_STAGEI,,,
24,202128,165,LFX_TXUP1,LFX_STAGEI,,,
28,202128,37,LFX_BLW1,LFX_STAGEI,,,
23,202128,105,LFX_TXUP2,LFX_STAGEI,,,
22,202128,65,LFX_TXUP3,LFX_STAGEI,,,
26,202128,71,LFX_FLUP1,LFX_STAGEI,,,
31,202128,50,LFX_WILLIUP1,LFX_STAGEI,,,
18,202128,57,LFX_CALIUP3,LFX_STAGEI,,,
20,202128,77,LFX_CALIUP2,LFX_STAGEI,,,
25,202128,88,LFX_FLUP3,LFX_STAGEI,,,
21,202128,136,LFX_CALIUP1,LFX_STAGEI,,,
30,202128,65,LFX_NORESTEALL,LFX_STAGEI,,,
32,202130,308,LFX_ALLUP1,LFX_STAGEI,,,
29,202130,132,LFX_BLW5,LFX_STAGEI,,,
24,202130,185,LFX_TXUP1,LFX_STAGEI,,,
28,202130,12,LFX_BLW1,LFX_STAGEI,,,
23,202130,87,LFX_TXUP2,LFX_STAGEI,,,
22,202130,69,LFX_TXUP3,LFX_STAGEI,,,
26,202130,45,LFX_FLUP1,LFX_STAGEI,,,
31,202130,49,LFX_WILLIUP1,LFX_STAGEI,,,
18,202130,62,LFX_CALIUP3,LFX_STAGEI,,,
20,202130,86,LFX_CALIUP2,LFX_STAGEI,,,
25,202130,84,LFX_FLUP3,LFX_STAGEI,,,
21,202130,129,LFX_CALIUP1,LFX_STAGEI,,,
30,202130,58,LFX_NORESTEALL,LFX_STAGEI,,,
32,202131,268,LFX_ALLUP1,LFX_STAGEI,,,
29,202131,128,LFX_BLW5,LFX_STAGEI,,,
24,202131,174,LFX_TXUP1,LFX_STAGEI,,,
28,202131,25,LFX_BLW1,LFX_STAGEI,,,
23,202131,87,LFX_TXUP2,LFX_STAGEI,,,
22,202131,47,LFX_TXUP3,LFX_STAGEI,,,
26,202131,61,LFX_FLUP1,LFX_STAGEI,,,
31,202131,48,LFX_WILLIUP1,LFX_STAGEI,,,
18,202131,65,LFX_CALIUP3,LFX_STAGEI,,,
20,202131,69,LFX_CALIUP2,LFX_STAGEI,,,
25,202131,93,LFX_FLUP3,LFX_STAGEI,,,
21,202131,126,LFX_CALIUP1,LFX_STAGEI,,,
30,202131,55,LFX_NORESTEALL,LFX_STAGEI,,,
32,202132,267,LFX_ALLUP1,LFX_STAGEI,,,
29,202132,126,LFX_BLW5,LFX_STAGEI,,,
24,202132,143,LFX_TXUP1,LFX_STAGEI,,,
28,202132,24,LFX_BLW1,LFX_STAGEI,,,
23,202132,83,LFX_TXUP2,LFX_STAGEI,,,
22,202132,42,LFX_TXUP3,LFX_STAGEI,,,
26,202132,103,LFX_FLUP1,LFX_STAGEI,,,
31,202132,36,LFX_WILLIUP1,LFX_STAGEI,,,
18,202132,48,LFX_CALIUP3,LFX_STAGEI,,,
20,202132,68,LFX_CALIUP2,LFX_STAGEI,,,
25,202132,124,LFX_FLUP3,LFX_STAGEI,,,
21,202132,94,LFX_CALIUP1,LFX_STAGEI,,,
30,202132,53,LFX_NORESTEALL,LFX_STAGEI,,,
32,202133,183,LFX_ALLUP1,LFX_STAGEI,,,
29,202133,117,LFX_BLW5,LFX_STAGEI,,,
24,202133,123,LFX_TXUP1,LFX_STAGEI,,,
28,202133,20,LFX_BLW1,LFX_STAGEI,,,
23,202133,86,LFX_TXUP2,LFX_STAGEI,,,
22,202133,40,LFX_TXUP3,LFX_STAGEI,,,
26,202133,64,LFX_FLUP1,LFX_STAGEI,,,
31,202133,21,LFX_WILLIUP1,LFX_STAGEI,,,
18,202133,49,LFX_CALIUP3,LFX_STAGEI,,,
20,202133,51,LFX_CALIUP2,LFX_STAGEI,,,
25,202133,129,LFX_FLUP3,LFX_STAGEI,,,
21,202133,84,LFX_CALIUP1,LFX_STAGEI,,,
30,202133,28,LFX_NORESTEALL,LFX_STAGEI,,,
32,202134,144,LFX_ALLUP1,LFX_STAGEI,,,
29,202134,102,LFX_BLW5,LFX_STAGEI,,,
24,202134,86,LFX_TXUP1,LFX_STAGEI,,,
28,202134,24,LFX_BLW1,LFX_STAGEI,,,
23,202134,46,LFX_TXUP2,LFX_STAGEI,,,
22,202134,80,LFX_TXUP3,LFX_STAGEI,,,
26,202134,66,LFX_FLUP1,LFX_STAGEI,,,
31,202134,16,LFX_WILLIUP1,LFX_STAGEI,,,
18,202134,32,LFX_CALIUP3,LFX_STAGEI,,,
20,202134,43,LFX_CALIUP2,LFX_STAGEI,,,
25,202134,78,LFX_FLUP3,LFX_STAGEI,,,
21,202134,88,LFX_CALIUP1,LFX_STAGEI,,,
30,202134,9,LFX_NORESTEALL,LFX_STAGEI,,,
32,202135,174,LFX_ALLUP1,LFX_STAGEI,,,
29,202135,108,LFX_BLW5,LFX_STAGEI,,,
24,202135,80,LFX_TXUP1,LFX_STAGEI,,,
28,202135,25,LFX_BLW1,LFX_STAGEI,,,
23,202135,58,LFX_TXUP2,LFX_STAGEI,,,
22,202135,69,LFX_TXUP3,LFX_STAGEI,,,
26,202135,67,LFX_FLUP1,LFX_STAGEI,,,
31,202135,22,LFX_WILLIUP1,LFX_STAGEI,,,
18,202135,41,LFX_CALIUP3,LFX_STAGEI,,,
20,202135,59,LFX_CALIUP2,LFX_STAGEI,,,
25,202135,83,LFX_FLUP3,LFX_STAGEI,,,
21,202135,127,LFX_CALIUP1,LFX_STAGEI,,,
30,202135,15,LFX_NORESTEALL,LFX_STAGEI,,,
32,202136,249,LFX_ALLUP1,LFX_STAGEI,,,
29,202136,122,LFX_BLW5,LFX_STAGEI,,,
24,202136,136,LFX_TXUP1,LFX_STAGEI,,,
28,202136,16,LFX_BLW1,LFX_STAGEI,,,
23,202136,96,LFX_TXUP2,LFX_STAGEI,,,
22,202136,52,LFX_TXUP3,LFX_STAGEI,,,
26,202136,98,LFX_FLUP1,LFX_STAGEI,,,
31,202136,48,LFX_WILLIUP1,LFX_STAGEI,,,
18,202136,30,LFX_CALIUP3,LFX_STAGEI,,,
20,202136,82,LFX_CALIUP2,LFX_STAGEI,,,
25,202136,72,LFX_FLUP3,LFX_STAGEI,,,
21,202136,95,LFX_CALIUP1,LFX_STAGEI,,,
30,202136,15,LFX_NORESTEALL,LFX_STAGEI,,,
32,202138,211,LFX_ALLUP1,LFX_STAGEI,,,
29,202138,119,LFX_BLW5,LFX_STAGEI,,,
24,202138,169,LFX_TXUP1,LFX_STAGEI,,,
28,202138,26,LFX_BLW1,LFX_STAGEI,,,
23,202138,63,LFX_TXUP2,LFX_STAGEI,,,
22,202138,40,LFX_TXUP3,LFX_STAGEI,,,
26,202138,74,LFX_FLUP1,LFX_STAGEI,,,
31,202138,41,LFX_WILLIUP1,LFX_STAGEI,,,
18,202138,55,LFX_CALIUP3,LFX_STAGEI,,,
20,202138,88,LFX_CALIUP2,LFX_STAGEI,,,
25,202138,60,LFX_FLUP3,LFX_STAGEI,,,
21,202138,121,LFX_CALIUP1,LFX_STAGEI,,,
30,202138,18,LFX_NORESTEALL,LFX_STAGEI,,,
32,202139,259,LFX_ALLUP1,LFX_STAGEI,,,
29,202139,114,LFX_BLW5,LFX_STAGEI,,,
24,202139,151,LFX_TXUP1,LFX_STAGEI,,,
28,202139,18,LFX_BLW1,LFX_STAGEI,,,
23,202139,95,LFX_TXUP2,LFX_STAGEI,,,
22,202139,45,LFX_TXUP3,LFX_STAGEI,,,
26,202139,66,LFX_FLUP1,LFX_STAGEI,,,
31,202139,19,LFX_WILLIUP1,LFX_STAGEI,,,
18,202139,72,LFX_CALIUP3,LFX_STAGEI,,,
20,202139,82,LFX_CALIUP2,LFX_STAGEI,,,
25,202139,57,LFX_FLUP3,LFX_STAGEI,,,
21,202139,113,LFX_CALIUP1,LFX_STAGEI,,,
30,202139,23,LFX_NORESTEALL,LFX_STAGEI,,,
32,202140,268,LFX_ALLUP1,LFX_STAGEI,,,
29,202140,128,LFX_BLW5,LFX_STAGEI,,,
24,202140,167,LFX_TXUP1,LFX_STAGEI,,,
28,202140,19,LFX_BLW1,LFX_STAGEI,,,
23,202140,120,LFX_TXUP2,LFX_STAGEI,,,
22,202140,47,LFX_TXUP3,LFX_STAGEI,,,
26,202140,61,LFX_FLUP1,LFX_STAGEI,,,
31,202140,44,LFX_WILLIUP1,LFX_STAGEI,,,
18,202140,71,LFX_CALIUP3,LFX_STAGEI,,,
20,202140,118,LFX_CALIUP2,LFX_STAGEI,,,
25,202140,84,LFX_FLUP3,LFX_STAGEI,,,
21,202140,128,LFX_CALIUP1,LFX_STAGEI,,,
30,202140,42,LFX_NORESTEALL,LFX_STAGEI,,,
32,202141,274,LFX_ALLUP1,LFX_STAGEI,,,
29,202141,132,LFX_BLW5,LFX_STAGEI,,,
24,202141,144,LFX_TXUP1,LFX_STAGEI,,,
28,202141,29,LFX_BLW1,LFX_STAGEI,,,
23,202141,119,LFX_TXUP2,LFX_STAGEI,,,
22,202141,61,LFX_TXUP3,LFX_STAGEI,,,
26,202141,67,LFX_FLUP1,LFX_STAGEI,,,
31,202141,55,LFX_WILLIUP1,LFX_STAGEI,,,
18,202141,93,LFX_CALIUP3,LFX_STAGEI,,,
20,202141,104,LFX_CALIUP2,LFX_STAGEI,,,
25,202141,62,LFX_FLUP3,LFX_STAGEI,,,
21,202141,105,LFX_CALIUP1,LFX_STAGEI,,,
30,202141,80,LFX_NORESTEALL,LFX_STAGEI,,,
32,202142,266,LFX_ALLUP1,LFX_STAGEI,,,
29,202142,133,LFX_BLW5,LFX_STAGEI,,,
24,202142,153,LFX_TXUP1,LFX_STAGEI,,,
