store_group_id,ISOweek,sales,name,campaign,tabla_medio,yearweek,cost_campaign
137,202137,386,JAL_TEXAS,JAL_STAGEIV,,,
97,202137,421,JAL_TEXAS,JAL_STAGEIII,,,
72,202137,632,JAL_TEXAS>1,JAL_STAGEII,,,
143,202138,1576,JAL_AWARENESS,JAL_STAGEIV,,,
118,202138,1567,JAL_ALLTHEREST,JAL_STAGEIII,,,
73,202138,354,JAL_FLORIDA,JAL_STAGEII,,,
136,202138,803,JAL_CALIFORNIA,JAL_STAGEIV,,,
96,202138,774,JAL_CALIFORNIA,JAL_STAGEIII,,,
70,202138,1201,JAL_CALI>1,JAL_STAGEII,,,
77,202138,227,JAL_CENTER>0350,JAL_STAGEII,,,
141,202138,258,JAL_NAC,JAL_STAGEIV,,,
98,202138,327,JAL_WEST,JAL_STAGEIII,,,
76,202138,857,JAL_WEST>0350,JAL_STAGEII,,,
71,202138,145,JAL_TEXAS<=1,JAL_STAGEII,,,
78,202138,299,JAL_EAST>0350,JAL_STAGEII,,,
74,202138,366,JAL_WINIL,JAL_STAGEII,,,
137,202138,334,JAL_TEXAS,JAL_STAGEIV,,,
97,202138,376,JAL_TEXAS,JAL_STAGEIII,,,
72,202138,590,JAL_TEXAS>1,JAL_STAGEII,,,
143,202139,1372,JAL_AWARENESS,JAL_STAGEIV,,,
118,202139,1394,JAL_ALLTHEREST,JAL_STAGEIII,,,
73,202139,318,JAL_FLORIDA,JAL_STAGEII,,,
136,202139,694,JAL_CALIFORNIA,JAL_STAGEIV,,,
96,202139,670,JAL_CALIFORNIA,JAL_STAGEIII,,,
70,202139,1081,JAL_CALI>1,JAL_STAGEII,,,
77,202139,202,JAL_CENTER>0350,JAL_STAGEII,,,
141,202139,253,JAL_NAC,JAL_STAGEIV,,,
98,202139,314,JAL_WEST,JAL_STAGEIII,,,
76,202139,789,JAL_WEST>0350,JAL_STAGEII,,,
71,202139,156,JAL_TEXAS<=1,JAL_STAGEII,,,
78,202139,322,JAL_EAST>0350,JAL_STAGEII,,,
74,202139,321,JAL_WINIL,JAL_STAGEII,,,
137,202139,319,JAL_TEXAS,JAL_STAGEIV,,,
97,202139,352,JAL_TEXAS,JAL_STAGEIII,,,
72,202139,531,JAL_TEXAS>1,JAL_STAGEII,,,
143,202140,1408,JAL_AWARENESS,JAL_STAGEIV,,,
118,202140,1420,JAL_ALLTHEREST,JAL_STAGEIII,,,
73,202140,299,JAL_FLORIDA,JAL_STAGEII,,,
136,202140,850,JAL_CALIFORNIA,JAL_STAGEIV,,,
96,202140,822,JAL_CALIFORNIA,JAL_STAGEIII,,,
70,202140,1253,JAL_CALI>1,JAL_STAGEII,,,
77,202140,193,JAL_CENTER>0350,JAL_STAGEII,,,
141,202140,230,JAL_NAC,JAL_STAGEIV,,,
98,202140,265,JAL_WEST,JAL_STAGEIII,,,
76,202140,754,JAL_WEST>0350,JAL_STAGEII,,,
71,202140,151,JAL_TEXAS<=1,JAL_STAGEII,,,
78,202140,298,JAL_EAST>0350,JAL_STAGEII,,,
74,202140,325,JAL_WINIL,JAL_STAGEII,,,
137,202140,316,JAL_TEXAS,JAL_STAGEIV,,,
97,202140,343,JAL_TEXAS,JAL_STAGEIII,,,
72,202140,527,JAL_TEXAS>1,JAL_STAGEII,,,
143,202141,1492,JAL_AWARENESS,JAL_STAGEIV,,,
118,202141,1480,JAL_ALLTHEREST,JAL_STAGEIII,,,
73,202141,340,JAL_FLORIDA,JAL_STAGEII,,,
